experiment;metric_accuracy;metric_f1_score;metric_fpr (false alarm rate);metric_fps;metric_precision;metric_recall (tpr);skip_proc.name;skip_proc.params.scale_factor;skip_proc.params.block_size_orig;skip_proc.params.block_ratio_th;skip_proc.params.motion.name;skip_proc.params.motion.params.diff_frame_th;skip_proc.params.motion.params.impact_plus_one;skip_proc.params.motion.params.mask_th;skip_proc.params.motion.params.max_val;skip_proc.params.motion.params.decay;skip_rate
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__bd7397ca2aeb__20260331.203239_per_frame;0.982100784778595;0.9553360342979432;0.0073678684420883;23.34364318847656;0.9702536463737488;0.94087016582489;motion_only_block_skip_proc;0.5;16.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;5.0;15.0;1.0;0.019251
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__bff395cccb2e__20260331.203241_per_frame;0.9813758730888368;0.9534397721290588;0.0073503674939274;36.09743118286133;0.9702106714248656;0.9372387528419496;motion_only_block_skip_proc;0.5;32.0;0.1;acc_motion_det.AccMotionDet;3.0;5.0;10.0;35.0;1.0;0.42751100000000003
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__c049631a9d0e__20260331.203244_per_frame;0.978322982788086;0.9453907012939452;0.0073503674939274;35.21596908569336;0.969740629196167;0.9222336411476136;motion_only_block_skip_proc;1.0;32.0;0.1;acc_motion_det.AccMotionDet;5.0;5.0;10.0;35.0;1.0;0.44350700000000004
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__c3a4c90dbc57__20260331.203242_per_frame;0.981780171394348;0.9544963836669922;0.0073503674939274;24.27669715881348;0.9702718257904052;0.939225733280182;motion_only_block_skip_proc;1.0;16.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;10.0;25.0;1.0;0.114508
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__c7656d4083cd__20260331.203240_per_frame;0.98207288980484;0.9552633166313172;0.0073678684420883;30.63720703125;0.9702494740486144;0.9407331347465516;motion_only_block_skip_proc;0.5;32.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;5.0;15.0;1.0;0.283497
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__cff7c937d294__20260331.203240_per_frame;0.9819056391716005;0.9548270106315612;0.0073678684420883;32.62428665161133;0.9702242016792296;0.9399109482765198;motion_only_block_skip_proc;0.5;16.0;0.1;acc_motion_det.AccMotionDet;5.0;5.0;5.0;35.0;1.0;0.363388
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__d1b3ebb54aef__20260331.203239_per_frame;0.9820589423179626;0.9552270174026488;0.0073678684420883;28.64513397216797;0.9702473282814026;0.9406645894050598;motion_only_block_skip_proc;0.5;16.0;0.05;acc_motion_det.AccMotionDet;5.0;5.0;5.0;15.0;1.0;0.24310500000000002
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__d248962925c9__20260331.203241_per_frame;0.9819613695144652;0.954972505569458;0.0073678684420883;34.79747009277344;0.9702326059341432;0.940185010433197;motion_only_block_skip_proc;0.5;32.0;0.1;acc_motion_det.AccMotionDet;3.0;5.0;5.0;15.0;1.0;0.397637
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__d6ae651fbc1b__20260331.203241_per_frame;0.974252462387085;0.9344547390937804;0.0073153655976057;44.79426193237305;0.9692285060882568;0.902089774608612;motion_only_block_skip_proc;0.5;32.0;0.1;acc_motion_det.AccMotionDet;5.0;5.0;10.0;15.0;1.0;0.59552
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__d718885f6693__20260331.203243_per_frame;0.9819613695144652;0.954972505569458;0.0073678684420883;27.359289169311523;0.9702326059341432;0.940185010433197;motion_only_block_skip_proc;1.0;16.0;0.1;acc_motion_det.AccMotionDet;5.0;5.0;5.0;15.0;1.0;0.24216000000000001
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__d7f2602e476e__20260331.203239_per_frame;0.9817941188812256;0.95453280210495;0.0073503674939274;31.053787231445312;0.9702739119529724;0.9392942786216736;motion_only_block_skip_proc;0.5;16.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;10.0;15.0;1.0;0.310448
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__e0015b0c8fd3__20260331.203242_per_frame;0.982100784778595;0.9553360342979432;0.0073678684420883;22.49908447265625;0.9702536463737488;0.94087016582489;motion_only_block_skip_proc;1.0;16.0;0.1;acc_motion_det.AccMotionDet;3.0;5.0;5.0;25.0;1.0;0.026986
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__e1e31a481245__20260331.203239_per_frame;0.9820589423179626;0.9552270174026488;0.0073678684420883;28.512454986572266;0.9702473282814026;0.9406645894050598;motion_only_block_skip_proc;0.5;16.0;0.05;acc_motion_det.AccMotionDet;5.0;5.0;5.0;25.0;1.0;0.23904399999999998
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__e1ecccc4a04d__20260331.203240_per_frame;0.9819056391716005;0.9548270106315612;0.0073678684420883;32.750667572021484;0.9702242016792296;0.9399109482765198;motion_only_block_skip_proc;0.5;16.0;0.1;acc_motion_det.AccMotionDet;5.0;5.0;5.0;25.0;1.0;0.366066
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__e36cc174617f__20260331.203243_per_frame;0.9816407561302184;0.9541322588920592;0.0073503674939274;31.14124298095703;0.9702507257461548;0.9385405778884888;motion_only_block_skip_proc;1.0;32.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;10.0;25.0;1.0;0.330522
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__e8c9ca1953a0__20260331.203243_per_frame;0.9818777441978456;0.9547542929649352;0.0073678684420883;31.98714065551757;0.9702199697494508;0.9397739171981812;motion_only_block_skip_proc;1.0;32.0;0.05;acc_motion_det.AccMotionDet;5.0;5.0;5.0;25.0;1.0;0.368761
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__eacab18f79e4__20260331.203240_per_frame;0.9816407561302184;0.9541322588920592;0.0073503674939274;35.33316802978516;0.9702507257461548;0.9385405778884888;motion_only_block_skip_proc;0.5;32.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;10.0;35.0;1.0;0.409853
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__f038fde02844__20260331.203242_per_frame;0.982100784778595;0.9553360342979432;0.0073678684420883;21.958724975585938;0.9702536463737488;0.94087016582489;motion_only_block_skip_proc;1.0;16.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;5.0;35.0;1.0;0.0037630000000000003
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__f1e368035c58__20260331.203239_per_frame;0.982100784778595;0.9553360342979432;0.0073678684420883;23.20802497863769;0.9702536463737488;0.94087016582489;motion_only_block_skip_proc;0.5;16.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;5.0;35.0;1.0;0.018130999999999998
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__f2298a84e701__20260331.203244_per_frame;0.9814873933792114;0.9537314176559448;0.0073503674939274;33.520938873291016;0.9702275395393372;0.9377869367599488;motion_only_block_skip_proc;1.0;32.0;0.1;acc_motion_det.AccMotionDet;3.0;5.0;10.0;35.0;1.0;0.405723
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__f58eeef66948__20260331.203243_per_frame;0.9816407561302184;0.9541322588920592;0.0073503674939274;30.97201156616211;0.9702507257461548;0.9385405778884888;motion_only_block_skip_proc;1.0;32.0;0.05;acc_motion_det.AccMotionDet;3.0;5.0;10.0;35.0;1.0;0.32576099999999997
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__fa1b9e23a2ff__20260331.203244_per_frame;0.9786575436592102;0.9462788105010986;0.0073503674939274;35.16461563110352;0.9697928428649902;0.923878014087677;motion_only_block_skip_proc;1.0;32.0;0.05;acc_motion_det.AccMotionDet;5.0;5.0;10.0;15.0;1.0;0.442877
1GPU_SV__ds_UFireIndoorVal__mt_temp_method_motion_block__fc28557bcf91__20260331.203241_per_frame;0.9813758730888368;0.9534397721290588;0.0073503674939274;36.21589660644531;0.9702106714248656;0.9372387528419496;motion_only_block_skip_proc;0.5;32.0;0.1;acc_motion_det.AccMotionDet;3.0;5.0;10.0;25.0;1.0;0.43099400000000004
